title,genre,director,country,year,Rate IMDb
Великий Гэтсби,драма,Роберт Марковиц,Великобритания     США,,5.7
Великий Гэтсби,мелодрама,Джек Клэйтон,США,1974,6.4
Великий Гэтсби,драматический фильм [1]  и  экранизация романа [d],Эллиотт Наджент [1],США,1950,6.5
Великий гражданин,драма,Фридрих Эрмлер,СССР,"1937, 1939",6.2
Великий герой-любовник,комедия,Джин Уайлдер,США,"18 декабря   1977 [1] ,  13 февраля   1978 [1] ,  15 февраля   1978 [1] ,  17 марта   1978 [1] ,  23 марта   1978 [1] ,  1 апреля   1978 [1] ,  3 апреля   1978 [1] ,  27 апреля   1978 [1] ,  2 июня   1978 [1] ,  5 октября   1978 [1] ,  22 марта   1979 [1] ,  3 июля   1979 [1]  и  15 августа   1979 [1]",5.7
Великий воин Албании Скандербег,исторический фильм,Сергей Юткевич,НСРА   СССР,1953,7.7
Великий воин,боевик  /  мелодрама  /  фэнтези,С. С. Раджамаули     (англ.)  ( рус.,Индия,2009,7.7
Великий Бак Ховард,кинокомедия,Шон МакГинли,США,2008,6.4
Великие голодранцы,драма,Лев Мирский,СССР,1973,6.0
Великая страсть (Разбитая жизнь; Коршун),драма,Александр Уральский  ( Владимир Гардин ?  Иосиф Сойфер ?),Российская империя,1916,
Великая стена,боевик приключения фэнтези,Чжан Имоу,Китай   США,2016,5.9
Великая опора,драма,Абиб Исмайлов,СССР,1962,7.7
Великая наложница / Ян Гуйфэй,историческая драма,Ли Ханьсян,Гонконг,1962,6.8
Великая любовь,"военный фильм ,  романтический фильм [1]  и  драматический фильм",Рольф Хансен,Германия,1942,6.2
Великая ложь,драма,Эдмунд Гулдинг,США,1941,7.1
Великая криминальная революция,документально - публицистический фильм,Станислав Говорухин,Россия,1994,5.1
Великий мастер,фильм-биография боевик,Вонг Карвай,Гонконг   Китай,2013,6.6
Великая красота,сатирическая   трагикомедия,Паоло Соррентино,Италия   Франция,2013,7.7
Великая иллюзия,военная  драма,Жан Ренуар,Франция,1937,8.1
Великолепная семёрка,вестерн,Антуан Фукуа,США   Австралия,22 сентября   2016 [3] [4] […]  и  2016,6.9
Великолепная семёрка,вестерн,Джон Стёрджес,США,1960,7.7
Великолепная афера,триллер драма комедия криминал,Ридли Скотт,США,2003,7.3
Венгерская рапсодия,"драма ,  исторический фильм",Миклош Янчо,Венгрия,1979,6.8
Венгерская рапсодия,драматический фильм  и  немое кино,Ганнс Шварц [d] [1],Германия,1928,7.1
Велосипедисты,,,Франция   Хорватия,2018,6.4
